tick,timestamp,cell0_load,cell1_load,cell2_load,cell0_throughput,cell1_throughput,cell2_throughput,cell0_ue_count,cell1_ue_count,cell2_ue_count,cell0_avg_sinr,cell1_avg_sinr,cell2_avg_sinr,system_throughput,system_avg_sinr,system_avg_latency_ms,handover_count,handover_rate,packet_loss_rate,is_congested,congestion_level
5334,5334.0,0.26,0.27,0.58,291.6220346548456,382.4033912660589,649.1905481985299,4,5,11,9.788320205712868,10.593977240913734,7.840792317046863,1323.2159741194341,8.918594125746782,22.046283760417662,0,0.0,0.0,0,0.58
5335,5335.0,0.26,0.27,0.58,288.9028120384063,378.5850758951716,647.4527791300214,4,5,11,9.686908848567638,10.474965929346215,7.8132135588721034,1314.9406670635994,8.853390709429739,22.083041037384163,0,0.0,0.0,0,0.58
5336,5336.0,0.26,0.27,0.58,286.226964632026,374.70923165940906,645.7516332506966,4,5,11,9.586815279951566,10.35382938451468,7.785933283822845,1306.6878295421318,8.788083708221547,22.123884032564316,0,0.0,0.0,0,0.58
5337,5337.0,0.26,0.27,0.58,283.59449151793154,370.78910476309284,644.0876303553374,4,5,11,9.488017590381146,10.230966354228318,7.758956907956974,1298.4712266363617,8.722771406009645,22.168822220223685,0,0.0,0.0,0,0.58
5338,5338.0,0.26,0.27,0.58,281.0053602425129,366.83687686196464,642.4612805674377,4,5,11,9.390491356315167,10.106743608268122,7.732289712405506,1290.3035176719154,8.657543515153092,22.217870636403926,0,0.0,0.0,0,0.58
5339,5339.0,0.26,0.27,0.58,278.4595233801084,362.86364387393104,640.8730854625259,4,5,11,9.294210225789264,9.981495314058566,7.705936859444185,1282.1962527165654,8.592481146366797,22.271050051938683,0,0.0,0.0,0,0.58
5340,5340.0,0.26,0.27,0.58,278.8613242018911,363.37857916344694,640.2657796527598,4,5,11,9.320640784648424,9.994552018064784,7.696687298230577,1282.505683018098,8.595944175472695,22.252821862112185,0,0.0,0.0,0,0.58
5341,5341.0,0.26,0.27,0.58,279.2657656463899,363.90350727332554,639.6449643134004,4,5,11,9.347083869284294,10.007891526104354,7.6871246218000655,1282.8142372331156,8.599308197372983,22.23648046099516,0,0.0,0.0,0,0.58
5342,5342.0,0.26,0.27,0.58,279.6728642328228,364.4382899735705,639.0341155578068,4,5,11,9.373538340902435,10.02151081595627,7.677723584226342,1283.1452697642,8.60283334349404,22.22091243427034,0,0.0,0.0,0,0.58
5343,5343.0,0.26,0.27,0.58,280.0826342198337,364.9827835507853,638.4431471174056,4,5,11,9.400003029886452,10.035406692565896,7.6686819844991865,1283.5085648880247,8.606627370593316,22.20566703206756,0,0.0,0.0,0,0.58
5344,5344.0,0.26,0.27,0.58,280.4950875674929,365.53683859489263,637.8400786272649,4,5,11,9.426476735609985,10.04957578047489,7.6593391268019255,1283.8720047896502,8.61032581198178,22.19236627622951,0,0.0,0.0,0,0.58
5345,5345.0,0.26,0.27,0.58,280.9102339012312,366.1002997753415,637.2257402716485,4,5,11,9.45295822624823,10.06401451597235,7.649705949071424,1284.2362739482214,8.613933546232015,22.18101569022822,0,0.0,0.0,0,0.58
5346,5346.0,0.26,0.27,0.58,281.3280804777674,366.67300560670014,636.6009648053017,4,5,11,9.479446238588956,10.0787191389654,7.6397934560345675,1284.602050889769,8.617455433278154,22.171620890452164,0,0.0,0.0,0,0.58
5347,5347.0,0.26,0.27,0.58,281.7486321530949,367.2547882035988,635.9854720050591,4,5,11,9.505939477843103,10.093685684569367,7.6298844856578425,1284.988892361753,8.621045783822774,22.16406259331507,0,0.0,0.0,0,0.58
5348,5348.0,0.26,0.27,0.58,282.17189135258513,367.8454730250073,635.8261410316305,4,5,11,9.53243661745513,10.10890997441824,7.626411933480034,1285.8435054092229,8.628241380509603,22.155377825347117,0,0.0,0.0,0,0.58
5349,5349.0,0.26,0.27,0.58,282.5978580432581,368.4448786079022,635.6493167642769,4,5,11,9.558936298913181,10.124387607697862,7.622561192597048,1286.6920534154374,8.635292817635477,22.148697656268624,0,0.0,0.0,0,0.58
5350,5350.0,0.26,0.27,0.58,283.0265297082748,369.0528162904269,635.455844024602,4,5,11,9.585437131559452,10.140113951905844,7.618343535949822,1287.5351900233036,8.642204859060755,22.144028329778607,0,0.0,0.0,0,0.58
5351,5351.0,0.26,0.27,0.58,283.4579013236872,369.6690899247197,635.2465630549234,4,5,11,9.611937692400664,10.156084133344056,7.613770210473038,1288.3735543033306,8.648982187576319,22.141376199252644,0,0.0,0.0,0,0.58
5352,5352.0,0.26,0.27,0.58,283.8919653374912,370.2934955796453,635.0223080181361,4,5,11,9.638436525919115,10.172293027351284,7.608852417512311,1289.2077689352725,8.655629391653417,22.140747730018543,0,0.0,0.0,0,0.58
5353,5353.0,0.26,0.27,0.58,284.3287116510101,370.9258212337646,634.7839055769502,4,5,11,9.664932143884489,10.188735248286493,7.6036012942528,1290.0384384617248,8.66215095268756,22.142149501024836,0,0.0,0.0,0,0.58
5354,5354.0,0.26,0.27,0.58,284.76812760264266,371.56584645894463,634.5321735543298,4,5,11,9.691423025166744,10.20540513927509,7.5980278961816365,1290.866147615917,8.66855123275202,22.145588205874677,0,0.0,0.0,0,0.58
5355,5355.0,0.26,0.27,0.58,285.21019795399013,372.2133420951203,634.2679196761592,4,5,11,9.71790761555036,10.222296761733604,7.592143180596056,1291.6914597252696,8.674834462871305,22.151070653197117,0,0.0,0.0,0,0.58
5356,5356.0,0.26,0.27,0.58,285.65490487838633,372.8680699168241,633.9919403964197,4,5,11,9.744384327550314,10.239403884691411,7.585957991158815,1292.51491519163,8.681004731820263,22.158603766330792,0,0.0,0.0,0,0.58
5357,5357.0,0.26,0.27,0.58,286.1022279518407,373.5297822922103,633.7050198045001,4,5,11,9.770851540230362,10.256719973931222,7.579483043493878,1293.3370300485512,8.687065975450512,22.168194582294124,0,0.0,0.0,0,0.58
5358,5358.0,0.26,0.27,0.58,286.5521441463957,374.19822183543386,633.4079286135996,4,5,11,9.797307599023677,10.274238180973995,7.572728911806359,1294.1582945954292,8.693021966541732,22.179850250018738,0,0.0,0.0,0,0.58
5359,5359.0,0.26,0.27,0.58,287.00462782590364,374.8731210533781,633.1014232286448,4,5,11,9.823750815556627,10.291951331937916,7.565706016503549,1294.9791721079264,8.698876305172757,22.193578027822827,0,0.0,0.0,0,0.58
5360,5360.0,0.26,0.27,0.58,287.45965074421906,375.55420198786794,632.7862448916037,4,5,11,9.85017946747611,10.309851916305192,7.558424612786727,1295.8000976236908,8.704632409604221,22.209385280103476,0,0.0,0.0,0,0.58
5361,5361.0,0.26,0.27,0.58,287.9171820457925,376.24117585468036,632.4631189016609,4,5,11,9.876591798280876,10.327932075635655,7.550894780177959,1296.6214768021337,8.710293507662964,22.227279473226897,0,0.0,0.0,0,0.58
5362,5362.0,0.26,0.27,0.58,288.37718826865216,376.9337426808176,632.1327539072802,4,5,11,9.90298601715749,10.346183592270709,7.543126412940281,1297.4436848567498,8.715862628616332,22.247268170598325,0,0.0,0.0,0,0.58
5363,5363.0,0.26,0.27,0.58,288.83963334975596,377.6315909417052,631.7958412668836,4,5,11,9.929360298821525,10.36459787807696,7.535129211345813,1298.2670655583447,8.72134259552374,22.26935902689347,0,0.0,0.0,0,0.58
5364,5364.0,0.26,0.29,0.56,289.3044786326859,395.7774241522204,614.5182194998151,4,6,10,9.955712783364639,8.518108788039434,8.377364557205874,1299.6001222847215,8.735257471687696,22.207540662830503,1,0.05,0.0,0,0.56
5365,5365.0,0.26,0.29,0.56,289.7716828776558,396.779103794051,614.4153707949429,4,6,10,9.982041576108092,8.549874556986651,8.3764514845376,1300.9661574666497,8.749596424586416,22.142936367123852,0,0.0,0.0,0,0.56
5366,5366.0,0.26,0.29,0.56,290.2412022737981,397.7886216435983,614.3062473838813,4,6,10,10.008344747463493,8.58175187306879,8.375349872204902,1302.3360713012776,8.763869447515786,22.080481358044736,0,0.0,0.0,0,0.56
5367,5367.0,0.26,0.29,0.56,290.7129904536972,398.8055770147086,614.1913903078051,4,6,10,10.034620332801687,8.613729851720903,8.374067648095517,1303.709957776211,8.778076846124367,22.020151841580127,0,0.0,0.0,0,0.56
5368,5368.0,0.26,0.29,0.56,291.18699851011746,399.82955282747406,614.0713236206087,4,6,10,10.060866332330116,8.64579725052569,8.372612483729304,1305.0878749582002,8.792218683488384,21.961924075701447,0,0.0,0.0,0,0.56
5369,5369.0,0.26,0.29,0.56,291.663175014893,400.8601152864824,613.9465541261133,4,6,10,10.087080710980105,8.677942461656237,8.370991789646721,1306.4698444274884,8.806294775516253,21.905774398851534,0,0.0,0.0,0,0.56
5370,5370.0,0.26,0.29,0.56,291.36297764377764,401.34043201510815,614.7270911616691,4,6,10,10.073250486680042,8.705321407574132,8.384062643236733,1307.4305008205547,8.818277841226616,21.83292291033538,0,0.0,0.0,0,0.56
5371,5371.0,0.26,0.29,0.56,291.0391968468401,401.8380490097797,615.5073077190581,4,6,10,10.058401905798148,8.732866877145188,8.3970762148433,1308.3845535756777,8.830078551724837,21.76287991433069,0,0.0,0.0,0,0.56
5372,5372.0,0.26,0.29,0.56,290.69374494073156,402.35402664089764,616.2872060081468,4,6,10,10.042605792792859,8.760605834502876,8.410033142193566,1309.334977589776,8.841719480006219,21.695577532627706,0,0.0,0.0,0,0.56
5373,5373.0,0.26,0.29,0.56,290.32854092956404,402.88936367590617,617.0667884970478,4,6,10,10.025933154924953,8.788563820034156,8.422934060942547,1310.284693102518,8.85322280746651,21.630950099063448,0,0.0,0.0,0,0.56
5374,5374.0,0.26,0.29,0.56,289.9454971339984,403.444998352969,617.8460578760279,4,6,10,10.00845468405097,8.816764976527296,8.435779604116616,1311.2365533629954,8.864610231826692,21.568934092930355,0,0.0,0.0,0,0.56
5375,5375.0,0.26,0.29,0.56,289.5465067838692,404.02180966560786,618.6250170214498,4,6,10,9.990240295017223,8.845232080269591,8.448570401559758,1312.1933334709267,8.8759028838642,21.509468075078413,0,0.0,0.0,0,0.56
5376,5376.0,0.26,0.29,0.56,289.13343264136506,404.62061882080343,619.4036689597845,4,6,10,9.971358703136026,8.873986576166246,8.461307079383142,1313.1577204219532,8.88712125316865,21.452492626494962,0,0.0,0.0,0,0.56
5377,5377.0,0.26,0.29,0.56,288.70809669414126,405.242190836312,620.1820168317146,4,6,10,9.951877042183265,8.90304861603422,8.473990259418311,1314.1323043621678,8.898285122956073,21.39795028917841,0,0.0,0.0,0,0.56
5378,5378.0,0.26,0.29,0.56,288.2722709327947,405.88723624624475,620.9600638563522,4,6,10,9.931860523415127,8.932437099308842,8.486620558674257,1315.1195710353916,8.909413513812805,21.345785509152332,0,0.0,0.0,0,0.56
5379,5379.0,0.26,0.29,0.56,287.8276692052923,406.5564128871262,621.7378132955877,4,6,10,9.911372135278187,8.962169715481446,8.499198588798544,1316.1218953880061,8.920524636099342,21.29594458149192,0,0.0,0.0,0,0.56
5380,5380.0,0.26,0.29,0.56,287.37594012237975,407.25032773967155,622.5152684185923,4,6,10,9.890472382786577,8.992262987662885,8.511724955542869,1317.1415362806435,8.931635850627616,21.248375597261795,0,0.0,0.0,0,0.56
5381,5381.0,0.26,0.29,0.56,286.9186609728138,407.9695388044431,623.2924324664709,4,6,10,9.869219064967167,9.022732316742074,8.524200258232844,1318.1806322437278,8.942763637132478,21.203028392284082,0,0.0,0.0,0,0.56
5382,5382.0,0.26,0.29,0.56,286.4573325952719,408.71455699220917,624.0693086171019,4,6,10,9.847667088321364,9.053592025675902,8.536625089242584,1319.241198204583,8.953923569988333,21.159854497676434,0,0.0,0.0,0,0.56
5383,5383.0,0.26,0.29,0.56,285.95537956556564,409.4858480123525,624.8458999501402,4,6,10,9.82384390237563,9.084855403511,8.549000033473666,1320.2871275280584,8.96472541826526,21.120327711703464,0,0.0,0.0,0,0.56
5384,5384.0,0.26,0.29,0.56,285.41661026117094,410.2838342449663,625.6222094122097,4,6,10,9.797944735124926,9.116534748795525,8.561325667838764,1321.322653918347,8.975212205583025,21.084260291160504,0,0.0,0.0,0,0.56
5385,5385.0,0.26,0.29,0.56,284.8796097456225,411.1088965843811,626.3982397822792,4,6,10,9.772008308373396,9.148641412092461,8.573602560749883,1322.3867461122825,8.985795365677358,21.050102756004094,0,0.0,0.0,0,0.56
5386,5386.0,0.26,0.29,0.56,284.34557933883957,411.96137624375854,627.1739936372154,4,6,10,9.746077927643382,9.181185837353459,8.585831271610992,1323.4809492198137,8.996486972540211,21.017814468372865,0,0.0,0.0,0,0.56
5387,5387.0,0.26,0.29,0.56,283.8156304326076,412.84157651210177,627.9494733175146,4,6,10,9.720193525095485,9.214177601955624,8.59801235031507,1324.606680262224,9.007298160763318,20.987356250305588,0,0.0,0.0,0,0.56
5388,5388.0,0.26,0.29,0.56,283.2907836646293,413.7497644565668,628.7246808931995,4,6,10,9.69439163399092,9.247625455241874,8.610146336745242,1325.7652290143958,9.018239131743368,20.958690344494535,0,0.0,0.0,0,0.56
5389,5389.0,0.26,0.29,0.56,282.7719685634592,414.6861725643132,629.4996181298775,4,6,10,9.668705380521462,9.281537355439667,8.622233760279997,1326.9577592576497,9.02931916287619,20.931780376727588,0,0.0,0.0,0,0.56
5390,5390.0,0.26,0.29,0.56,282.26002360071845,415.65100031934173,630.2742864549357,4,6,10,9.643164490564974,9.315920504862923,8.634275139301973,1328.185310374996,9.040546619222857,20.906591320033478,0,0.0,0.0,0,0.56
5391,5391.0,0.26,0.29,0.56,281.7556965916613,416.6444157108241,631.0486869238666,4,6,10,9.617795309101837,9.350781383328297,8.646270980710202,1329.448799226352,9.051928967173957,20.883089460546778,0,0.0,0.0,0,0.56
5392,5392.0,0.26,0.29,0.56,281.25964539028246,417.6665566703823,631.8228201867032,4,6,10,9.592620830222984,9.386125779740595,8.65822177943549,1330.749022247368,9.063472789684523,20.861242365110744,0,0.0,0.0,0,0.56
5393,5393.0,0.26,0.29,0.56,280.7724388305446,418.71753243655786,632.596686454527,4,6,10,9.567660735865273,9.421958821821198,8.670128017958234,1332.0866577216295,9.075183802698529,20.841018850639035,0,0.0,0.0,0,0.56
5394,5394.0,0.26,0.29,0.56,280.2945578707661,419.7974248454654,633.3702854660498,4,6,10,9.542931441618595,9.45828500397211,8.68199016582873,1333.4622681822812,9.087066872429718,20.822388955255526,0,0.0,0.0,0,0.56
5395,5395.0,0.26,0.29,0.56,279.8263969036947,420.90628954721285,634.1436164542135,4,6,10,9.518446148158837,9.49510821328205,8.693808679189042,1334.8763029051215,9.0991260332109,20.805323911234925,0,0.0,0.0,0,0.56
5396,5396.0,0.26,0.29,0.56,279.3682652001199,422.04415714824177,634.9166781127994,4,6,10,9.494214897064502,9.532431753695166,8.705584000296275,1336.329100461161,9.111364505669588,20.7897961197645,0,0.0,0.0,0,0.56
5397,5397.0,0.26,0.29,0.56,278.9203884590618,423.2110342801957,635.6894685629933,4,6,10,9.470244629974129,9.570258368373437,8.717316557046356,1337.820891302251,9.123784715030034,20.775779127549352,0,0.0,0.0,0,0.56
5398,5398.0,0.26,0.29,0.56,278.4829104424813,424.40690459635846,636.4619853198905,4,6,10,9.44653925022985,9.608590260294058,8.7290067624981,1339.3518003587303,9.136388309383237,20.763247605282167,0,0.0,0.0,0,0.56
5399,5399.0,0.26,0.29,0.56,278.05589467712474,425.63172969705323,637.234225258882,4,6,10,9.423099686332723,9.64742911113119,8.740655014396589,1340.9218496330595,9.149176177804197,20.752177327999725,0,0.0,0.0,0,0.56
5400,5400.0,0.26,0.29,0.56,280.13936361068676,427.58061201748944,637.0108284939529,4,6,10,9.515069816165745,9.69663388790633,8.732092242746244,1344.7308041221293,9.17805025097817,20.742763336916948,0,0.0,0.0,0,0.56
5401,5401.0,0.26,0.29,0.56,282.2272224758111,429.53841680816896,636.8124333105392,4,6,10,9.60687749190939,9.746016649596225,8.723491136484464,1348.5780725945194,9.206926061502976,20.737260909212374,0,0.0,0.0,0,0.56
5402,5402.0,0.26,0.29,0.56,284.31877710267986,431.50322913355274,636.6392663562397,4,6,10,9.698508171055472,9.795529491273648,8.714847574192188,1352.4612725924724,9.235784268689283,20.735740865960498,0,0.0,0.0,0,0.56
5403,5403.0,0.26,0.29,0.56,286.41332289274317,433.47286542293944,636.4915439109652,4,6,10,9.789946415120156,9.845117751420608,8.706157324517005,1356.377732226648,9.264603270708715,20.73828178960474,0,0.0,0.0,0,0.56
5404,5404.0,0.26,0.29,0.56,288.5101440212416,435.4448478077786,636.369471156672,4,6,10,9.881175873453852,9.894719368242747,8.697416048875183,1360.3244629856922,9.293359009601186,20.744970273065054,0,0.0,0.0,0,0.56
5405,5405.0,0.26,0.29,0.56,290.6085126751764,437.416377507285,636.2732414077266,4,6,10,9.972179269008754,9.94426421210064,8.688619303865796,1364.298131590188,9.322024769364841,20.75590119668503,0,0.0,0.0,0,0.56
5406,5406.0,0.26,0.29,0.56,292.70768833881084,437.38953967142453,636.2030353077109,4,6,10,10.06293838638171,9.993673403898162,8.679762543414927,1366.3002633179462,9.350570970153253,20.7736630517259,0,0.0,0.0,0,0.56
5407,5407.0,0.26,0.29,0.56,294.80691713900313,437.2306751950131,636.1590199988154,4,6,10,10.153434062470735,10.042858632838165,8.670841120667841,1368.1966123328316,9.378964962679516,20.795985423835667,0,0.0,0.0,0,0.56
5408,5408.0,0.26,0.29,0.56,296.90543126287196,437.0708064079974,636.1413482702964,4,6,10,10.243646180102616,10.091721491172201,8.661850289647067,1370.1175859411653,9.407170828195714,20.82282257111869,0,0.0,0.0,0,0.56
5409,5409.0,0.26,0.29,0.56,299.00244846046706,436.9099319627101,636.1501576927109,4,6,10,10.333553665007152,10.140152848435857,8.652785206694213,1372.0625381158884,9.435149190879294,20.85430318694658,0,0.0,0.0,0,0.56
5410,5410.0,0.26,0.29,0.56,301.0971716452585,436.7480506178963,636.1855697448563,4,6,10,10.423134486529289,10.188032293108826,8.64364093171329,1374.030792008011,9.462857051095149,20.890565857086752,0,0.0,0.0,0,0.56
5411,5411.0,0.26,0.29,0.56,303.1887886053288,436.5851612524908,636.2476889404846,4,6,10,10.512365662483308,10.235227675537333,8.634412429233459,1376.0216387983044,9.49024764977459,20.93175951967259,0,0.0,0.0,0,0.56
5412,5412.0,0.26,0.29,0.56,305.2764718381663,436.4212628791623,636.3366019619219,4,6,10,10.601223268563068,10.281594792057087,8.625094569309043,1378.0343366792504,9.51727037598426,20.978043962936333,0,0.0,0.0,0,0.56
5413,5413.0,0.26,0.29,0.56,307.3593785218755,436.2563546576243,636.4523768077296,4,6,10,10.689682452728118,10.326977256183458,8.615682128274766,1380.0681099872295,9.543870731538046,21.029590362791943,0,0.0,0.0,0,0.56
5414,5414.0,0.26,0.29,0.56,309.43665063541914,436.09043590770574,636.7019179029209,4,6,10,10.777717454985869,10.371206607957182,8.60785565703154,1382.2290044460458,9.5708333019001,21.08590512669164,0,0.0,0.0,0,0.56
5415,5415.0,0.26,0.29,0.56,311.50741524017303,435.92350612218274,637.2314454733322,4,6,10,10.865301632985048,10.414102716344534,8.603911885021208,1384.6623668356876,9.599247084010972,21.1462816006431,0,0.0,0.0,0,0.56
5416,5416.0,0.26,0.29,0.56,313.57078493459665,435.75556497936776,637.7991349494245,4,6,10,10.952407493824492,10.455474531117995,8.600027471024756,1387.1254848633887,9.627137593612677,21.212473720713568,0,0.0,0.0,0,0.56
5417,5417.0,0.26,0.29,0.56,315.6258584931471,435.58661235544713,638.4051599651718,4,6,10,11.039006732462258,10.495121238880769,8.596199612001632,1389.617630813766,9.6544375241575,21.284704358450668,0,0.0,0.0,0,0.56
5418,5418.0,0.26,0.29,0.56,317.671721699685,435.41664833658047,639.0496728438069,4,6,10,11.125070277082434,10.532833871776381,8.592425431863925,1392.1380428800726,9.681076932881364,21.363211147447092,0,0.0,0.0,0,0.56
5419,5419.0,0.26,0.29,0.56,319.70744838455175,435.24567323074376,639.7328039600184,4,6,10,11.2105683417423,10.568397405930412,8.588701981633495,1394.6859255753138,9.706983880944332,21.44824731631898,0,0.0,0.0,0,0.56
5420,5420.0,0.26,0.29,0.56,321.7321016731279,435.0736875793192,640.4546611629437,4,6,10,11.29547048657525,10.601593369025673,8.585026239633468,1397.2604504153906,9.732085227839487,21.5400825826763,0,0.0,0.0,0,0.56
5421,5421.0,0.26,0.29,0.56,323.74473545211896,434.9006921684377,641.2153292647372,4,6,10,11.379745685770526,10.632202952278183,8.581395111738674,1399.8607568852938,9.756307578706897,21.639004112244862,0,0.0,0.0,0,0.56
5422,5422.0,0.26,0.29,0.56,325.74439605792764,434.72668804006196,642.0148695989221,4,6,10,11.463362403483242,10.660010591805543,8.577805431710546,1402.4859536969116,9.779578374093584,21.74531754765045,0,0.0,0.0,0,0.56
5423,5423.0,0.26,0.29,0.56,327.73012418935093,434.55167650281237,642.8533196520893,4,6,10,11.546288677752054,10.684807949208723,8.574253961642295,1405.1351203442525,9.801827101134174,21.85934811174829,0,0.0,0.0,0,0.56
5424,5424.0,0.26,0.29,0.56,329.7009570444129,434.3756591425335,643.7306927718699,4,6,10,11.628492212413086,10.706398183397972,8.57073739254102,1407.8073089588167,9.822986593772521,21.981441790786086,0,0.0,0.0,0,0.56
5425,5425.0,0.32,0.29,0.5,349.3809697382555,434.1986378326048,627.9654806804539,5,6,9,9.225120853728976,10.724600368586914,9.637388358011737,1411.545088251314,9.860485085113599,21.935501993810085,1,0.05,0.0,0,0.5
5426,5426.0,0.32,0.29,0.5,351.98670321777655,434.02061474398135,629.5680265697974,5,6,9,9.332851406893054,10.739253881064075,9.658569531462891,1415.5753445315552,9.901345305200786,21.851444063741365,0,0.0,0.0,0,0.5
5427,5427.0,0.32,0.29,0.5,354.5915018552623,433.841592354976,631.1913183390701,5,6,9,9.439866991598757,10.75022255430852,9.679814467833195,1419.6244125493083,9.940950024717182,21.775109123875794,0,0.0,0.0,0,0.5
5428,5428.0,0.32,0.29,0.5,357.1944448033688,433.6615734607742,632.8354052120437,5,6,9,9.546145375228281,10.757398392436768,9.701121648974153,1423.6914234761869,9.97926060357647,21.706304211081118,0,0.0,0.0,0,0.5
5429,5429.0,0.32,0.29,0.5,359.7946082235256,433.4805611826808,634.5003297741476,5,6,9,9.651664652039944,10.760704639004821,9.722489506546955,1427.775499180354,10.01624783265756,21.644854838602154,0,0.0,0.0,0,0.5
5430,5430.0,0.32,0.29,0.5,361.7087170795175,434.56421858407896,632.128456339321,5,6,9,9.720016534233286,10.895670999914694,9.681584635114222,1428.4013920029174,10.055418519334129,21.58021738981372,0,0.0,0.0,0,0.5
5431,5431.0,0.32,0.29,0.5,363.64760300817636,435.6443340658685,629.7881420040359,5,6,9,9.788876834082293,11.031237001263188,9.640916126030085,1429.0800790780806,10.095002565613067,21.51967522061422,0,0.0,0.0,0,0.5
5432,5432.0,0.32,0.29,0.5,365.61179721826556,436.72066825035546,627.4796784963279,5,6,9,9.858264349804676,11.166901422340304,9.600484268701228,1429.812143964949,10.134854435068814,21.463174776497397,0,0.0,0.0,0,0.5
5433,5433.0,0.32,0.29,0.5,367.6018528055322,437.79297560837017,625.2033488344509,5,6,9,9.928198531772138,11.302014358923058,9.560289285026226,1430.5981772483535,10.174784118881753,21.410666696900375,0,0.0,0.0,0,0.5
5434,5434.0,0.32,0.29,0.5,369.6183462285458,438.8610046059871,622.9594268865819,5,6,9,9.998699525425263,11.435750100146114,9.520331332227707,1431.4387777211152,10.214549010902617,21.362105772861675,0,0.0,0.0,0,0.5
5435,5435.0,0.32,0.29,0.5,371.66187887980766,439.924497867201,620.7481769054141,5,6,9,10.069788217076155,11.567081085872092,9.48061050565921,1432.334553652423,10.253846107577312,21.31745090997947,0,0.0,0.0,0,0.5
5436,5436.0,0.32,0.29,0.5,373.7330787601212,440.98319235213955,618.5698530387667,5,6,9,10.141486282841218,11.694757128960896,9.441126841584017,1433.286124151027,10.292305788111381,21.276665096456014,0,0.0,0.0,0,0.5
5437,5437.0,0.32,0.29,0.5,375.8326022650181,442.0368195503967,616.4246988176167,5,6,9,10.213816240970687,11.817296133889974,9.401880319922283,1434.2941206330313,10.329489044374691,21.239715376015965,0,0.0,0.0,0,0.5
5438,5438.0,0.32,0.29,0.5,377.96113609287204,443.08510568902204,614.3129466232485,5,6,9,10.286801507866326,11.93299456118183,9.362870866962261,1435.3591884051427,10.36489063545415,21.20657282548787,0,0.0,0.0,0,0.5
5439,5439.0,0.32,0.29,0.5,380.1734097691294,444.1277719547013,612.2348171355286,5,6,9,10.362417202687459,12.03996704290198,9.324098358030872,1436.5359988593593,10.39843867465635,21.176203060338302,0,0.0,0.0,0,0.5
5440,5440.0,0.32,0.29,0.5,382.45677286011187,445.21458100591616,610.1905187646412,5,6,9,10.440207655101313,12.138683623657135,9.285562620118567,1437.8618726306693,10.430160179925824,21.142931542378957,0,0.0,0.0,0,0.5
5441,5441.0,0.32,0.29,0.5,384.7681499536101,446.3661982084195,608.1802470689397,5,6,9,10.518615855746594,12.228187615018653,9.247263434453247,1439.3145952309694,10.459378793946208,21.1051634172012,0,0.0,0.0,0,0.5
5442,5442.0,0.32,0.29,0.5,387.108262259041,447.5118231329802,606.2041841618887,5,6,9,10.597665489084608,12.303200714113222,9.209200539017566,1440.8242695539097,10.484516829063024,21.07122417582787,0,0.0,0.0,0,0.5
5443,5443.0,0.32,0.29,0.5,389.47787385634734,448.6511625741614,604.2624981114038,5,6,9,10.677381496511671,12.362256121375518,9.171373631004363,1442.3915345419125,10.505140344492535,21.04110721976965,0,0.0,0.0,0,0.5
5444,5444.0,0.32,0.29,0.5,391.87779460183083,449.78391957540373,602.35534233517,5,6,9,10.757790161894619,12.404390239701998,9.133782369204416,1444.0170565124045,10.52096667852624,21.01480996952292,0,0.0,0.0,0,0.5
5445,5445.0,0.32,0.29,0.5,394.30888325940305,450.9097937234418,600.4828549958157,5,6,9,10.838919203905359,12.429259529814589,9.096426376321212,1445.7015319786606,10.531899529265264,20.99233387091453,0,0.0,0.0,0,0.5
5446,5446.0,0.32,0.29,0.5,396.77205087818055,452.028481452165,598.645158400065,5,6,9,10.920797875784,12.437183906357719,9.059305241207333,1447.4456907304104,10.538041999396615,20.97368440440511,0,0.0,0.0,0,0.5
5447,5447.0,0.32,0.29,0.5,399.26826443950097,453.1396763549548,596.8423584061693,5,6,9,11.003457073224748,12.42910550855124,9.022418521016801,1449.250299200625,10.539684255329119,20.95887109710899,0,0.0,0.0,0,0.5
5448,5448.0,0.32,0.29,0.5,401.79855079883964,454.2430695044502,595.0745438441415,5,6,9,11.086929451150914,12.406473464603982,8.985765743268779,1451.1161641474312,10.537268986639873,20.947907537280162,0,0.0,0.0,0,0.5
5449,5449.0,0.32,0.29,0.5,404.36400095073884,455.33834977857924,593.3417859533765,5,6,9,11.171249550224394,12.371082592853641,8.94934640781707,1453.044136682695,10.531343048929873,20.940811391005447,0,0.0,0.0,0,0.5
5450,5450.0,0.32,0.29,0.5,406.96577464780165,456.4252041916104,591.6441378423419,5,6,9,11.256453934023677,12.324900397988793,8.913159988720826,1455.035116681754,10.522505597826928,20.937604420834443,0,0.0,0.0,0,0.5
5451,5451.0,0.32,0.29,0.5,409.6051054080117,457.50331822885323,590.1680290058457,5,6,9,11.342581337920574,12.269911846444215,8.880439003875736,1457.2764526427109,10.512816440157488,20.93730249911588,0,0.0,0.0,0,0.5
5452,5452.0,0.32,0.29,0.5,412.2833059481887,458.5723761835335,588.8830910078284,5,6,9,11.42967283079281,12.20799985583902,8.8506549043129,1459.7387731395504,10.502612871390713,20.940105149241926,0,0.0,0.0,0,0.5
5453,5453.0,0.32,0.29,0.5,415.0017740852836,459.6320614942581,587.6355545191707,5,6,9,11.517771990826676,12.140867081898145,8.821139721900229,1462.2693900987124,10.491215997131215,20.946881180061773,0,0.0,0.0,0,0.5
